iter	RMSE
270	0.08419274104
271	0.08411295192
272	0.08403993334
273	0.0838493202
274	0.08372229356
275	0.08350155004
276	0.08343876289
277	0.08330533086
278	0.08307164251
279	0.08293635398
280	0.08271834418
281	0.08261167516
282	0.08242762747
283	0.0823541929
284	0.08213849878
285	0.08198748513
286	0.08184378308
287	0.08173049782
288	0.081478654
289	0.08125441326
290	0.08104436522
291	0.08084570454
292	0.08066058267
293	0.08055097224
294	0.08031964392
295	0.08013415974
296	0.08005887543
297	0.07994313932
298	0.07980613525
299	0.07963259656
300	0.07940588947
301	0.07910658123
302	0.07896766381
303	0.0787739396
304	0.07864720035
305	0.07849533277
306	0.07823582542
307	0.07816968035
308	0.07793535676
309	0.0776953241
310	0.07759006439
311	0.07731256337
312	0.07709383383
313	0.07690321383
314	0.07675567364
315	0.07657044693
316	0.07646438478
317	0.07623426535
318	0.07612465157
319	0.07592147363
320	0.07582025653
321	0.07555050757
322	0.07530853655
323	0.07520358124
324	0.0750260801
325	0.07492700169
326	0.07486492733
327	0.07477935615
328	0.07459203586
329	0.07449623346
330	0.07425881566
331	0.07417513764
332	0.07403363655
333	0.07386115509
334	0.07368751714
335	0.07352291162
336	0.07341689598
337	0.07322126342
338	0.07296693588
339	0.07281270647
340	0.07274351017
341	0.07259056917
342	0.07246090516
343	0.0723252083
344	0.07222731705
345	0.07217421111
346	0.07213108489
347	0.07191438953
348	0.07178467468
349	0.07155269937
350	0.07138975082
351	0.07131733553
352	0.07112353774
353	0.07094147727
354	0.07076663423
355	0.07066370724
356	0.070528794
357	0.0703973682
358	0.07031585714
359	0.07014481653
360	0.06998170307
361	0.06978966586
362	0.06963748776
363	0.06946882566
364	0.0693204644
365	0.06922350523
366	0.06913789479
367	0.06904502558
368	0.06893887803
369	0.0688301394
370	0.06868821231
371	0.06853297133
372	0.06839297037
373	0.06831527141
374	0.068204027
375	0.06807196007
376	0.06794710334
377	0.06776716929
378	0.06763684572
379	0.06758010525
380	0.06744213553
381	0.06727011651
382	0.06702281664
383	0.06698126347
384	0.06679841979
385	0.06665681995
386	0.06647216719
387	0.06641264002
388	0.06617495324
389	0.06603964645
390	0.06586229821
391	0.06569101629
392	0.06558464923
393	0.06549009961
394	0.06536643854
395	0.06529407711
396	0.06511240999
397	0.06499498407
398	0.06487288631
399	0.06472124722
400	0.06455350773
401	0.06443572672
402	0.06423791048
403	0.06415721625
404	0.06398935541
405	0.06384236026
406	0.06372456327
407	0.06351032349
408	0.0634594167
409	0.06331306358
410	0.06313853121
411	0.06296348692
412	0.06286006836
413	0.06274995349
414	0.06267880149
415	0.06257236564
416	0.06245526308
417	0.06226741618
418	0.06217370518
419	0.06200364939
420	0.06192746029
421	0.06178532781
422	0.06157982607
423	0.06149245809
424	0.0613055522
425	0.0612538845
426	0.0611652994
427	0.06099368315
428	0.06084413231
429	0.06075528315
430	0.06054162657
431	0.06038282694
432	0.06019767464
433	0.06011584581
434	0.06004444513
435	0.05989878929
436	0.05977481236
437	0.05963892163
438	0.0595561262
439	0.0594484387
440	0.05931275074
441	0.05922490979
442	0.05920496042
443	0.05907769665
444	0.05889759872
445	0.05881814906
446	0.05872960136
447	0.05860861554
448	0.0585275009
449	0.05838741788
450	0.05826047954
451	0.05819591455
452	0.05808208133
453	0.05801067961
454	0.05785911381
455	0.05776494431
456	0.05771233742
457	0.05753962999
458	0.05737197414
459	0.05734028382
460	0.05725952827
461	0.05713577384
462	0.05702740061
463	0.05692886035
464	0.05686186636
465	0.0566892598
466	0.05658901146
467	0.05655345208
468	0.05644911662
469	0.05629253951
470	0.05618946165
471	0.05614981007
472	0.05605656063
473	0.05593505284
474	0.05581733189
475	0.05574994151
476	0.05555948624
477	0.0554594101
478	0.05536973085
479	0.0552460471
480	0.05509597515
481	0.05502686515
482	0.05484336201
483	0.05477369961
484	0.05471648478
485	0.0546346792
486	0.05447230597
487	0.05437232422
488	0.05432079764
489	0.05415292994
490	0.05399048992
491	0.05390594746
492	0.0537567696
493	0.05368989419
494	0.05361364529
495	0.05344445483
496	0.05332783865
497	0.05323306574
498	0.05308417009
499	0.05298137893
500	0.05291290751
501	0.05279295705
502	0.05260238011
503	0.05242579223
504	0.0523400776
505	0.05222832098
506	0.05221163905
507	0.05217151686
508	0.05212741238
509	0.05209843435
510	0.05203897119
511	0.05196972208
512	0.05183543627
513	0.05179015239
514	0.05169028972
515	0.05164515199
516	0.05149916077
517	0.05147501195
518	0.05141675596
519	0.05129771834
520	0.05111982225
521	0.0509652016
522	0.05081969075
523	0.05070302776
524	0.05056418568
525	0.05042499512
526	0.05037090018
527	0.05023665396
528	0.05014220183
529	0.05000122041
530	0.04998318397
531	0.0498500928
532	0.0497055421
533	0.04956314232
534	0.04946372438
535	0.04932952519
536	0.04918608355
537	0.04906344806
538	0.04902422927
539	0.04897337315
540	0.04886267878
541	0.04881326916
542	0.04864384849
543	0.04856637617
544	0.04851948005
545	0.04840420611
546	0.04827336205
547	0.04822206015
548	0.04810543106
549	0.04797314218
550	0.04791492273
551	0.04786615582
552	0.04772309254
553	0.04759108823
554	0.04751832427
555	0.04747200603
556	0.04741423633
557	0.04731912843
558	0.04721998588
559	0.04710664805
560	0.04701725148
561	0.04693036245
562	0.04681512245
563	0.04666417865
564	0.04659652028
565	0.04647348581
566	0.04638872434
567	0.046266182
568	0.04622286357
569	0.04618186481
570	0.04609223856
571	0.04599985544
572	0.04584805909
573	0.0457409081
574	0.04564951583
575	0.04550456818
576	0.04538579146
577	0.04530140286
578	0.04525289086
579	0.04521270972
580	0.04513188729
581	0.04500560417
582	0.04492950792
583	0.04482405483
584	0.04471820885
585	0.04463796866
586	0.04460306496
587	0.04451062059
588	0.04440252146
589	0.04428968588
590	0.04421318459
591	0.04415012252
592	0.04404142171
593	0.04401751911
594	0.04397998011
595	0.04385441975
596	0.0437545298
597	0.04363914479
598	0.0435826278
599	0.04351336967
600	0.04342004014
601	0.04333499568
602	0.04322206421
603	0.04315021145
604	0.04311516034
605	0.04300570441
606	0.04293720878
607	0.04284846745
608	0.04280961863
609	0.04270965184
610	0.04257158768
611	0.04245756397
612	0.0423325471
613	0.04228059962
614	0.04221250824
615	0.04218677743
616	0.04214034066
617	0.04211977466
618	0.04208568518
619	0.04203366498
620	0.04196833184
621	0.04193222619
622	0.04184482867
623	0.04176683389
624	0.04168389896
625	0.0416252137
626	0.04153440464
627	0.04143923801
628	0.04136456713
629	0.0413142811
630	0.04125772701
631	0.04121239005
632	0.04116724733
633	0.04112265596
634	0.04098447354
635	0.040881278
636	0.04085414078
637	0.04080003234
638	0.04077531022
639	0.04061423516
640	0.04054772444
641	0.0404709423
642	0.04037898376
643	0.04031280992
644	0.04018629321
645	0.0401054941
646	0.04004072594
647	0.03991001765
648	0.03988613758
649	0.03983095687
650	0.03968843153
651	0.03964200266
652	0.03957607916
653	0.03954025847
654	0.03947863378
655	0.03943957656
656	0.03940128936
657	0.0392975889
658	0.03926723268
659	0.03923780718
660	0.0391489112
661	0.03903448237
662	0.03897722513
663	0.03885610337
664	0.03877343705
665	0.03874407165
666	0.03869979884
667	0.0386454948
668	0.03855319257
669	0.03847958367
670	0.03844944709
671	0.03835958154
672	0.03827953183
673	0.03819144493
674	0.03815963027
675	0.03809097
676	0.03800690321
677	0.03795487056
678	0.03789842982
679	0.03783516227
680	0.0378177278
681	0.03778698939
682	0.03769166862
683	0.03761121422
684	0.0375499168
685	0.03744496486
686	0.03737003472
687	0.0373000009
688	0.03724104044
689	0.03719466072
690	0.03716516972
691	0.03712412021
692	0.03707084846
693	0.03700764937
694	0.03698580624
695	0.03695108831
696	0.03691522971
697	0.03682940672
698	0.03676735251
699	0.03667887824
700	0.03660428653
701	0.03651435332
702	0.03647381068
703	0.03643101787
704	0.03639654561
705	0.03632398375
706	0.03626518691
707	0.03624076689
708	0.03623212243
709	0.03612931985
710	0.0361110405
711	0.03603678118
712	0.03592898125
713	0.03592128931
714	0.03583371724
715	0.0357673607
716	0.03571522907
717	0.0356595524
718	0.03562477905
719	0.03553856669
720	0.03551909582
721	0.0354692524
722	0.03543357108
723	0.03536290774
724	0.03534291328
725	0.03531842881
726	0.03527246839
727	0.03518074849
728	0.03514459502
729	0.03511346393
730	0.03508246175
731	0.03502829714
732	0.03498192111
733	0.03496146493
734	0.03493088832
735	0.03483731702
736	0.0348215738
737	0.03478027228
738	0.03474063464
739	0.03467116206
740	0.03462428104
741	0.03453366792
742	0.03448675786
743	0.0344051097
744	0.03433198856
745	0.03427086597
746	0.03417830774
747	0.03413335498
748	0.03411392219
749	0.03403011412
750	0.03396560107
751	0.03388173705
752	0.03384233342
753	0.03382267612
754	0.03376179057
755	0.03373523735
756	0.03364425009
757	0.03360827511
758	0.03360050068
759	0.03358376381
760	0.0335304057
761	0.03349569442
762	0.03343968784
763	0.03341582526
764	0.03332730303
765	0.03325020617
766	0.03314161727
767	0.03308296816
768	0.03299980738
769	0.03293389742
770	0.03288437258
771	0.03286475961
772	0.03277821654
773	0.03273229048
774	0.03268607239
775	0.03265294486
776	0.03256690908
777	0.03248594447
778	0.03241833165
779	0.03236055458
780	0.03235299319
781	0.03227322363
782	0.03223425276
783	0.03218589051
784	0.03215970711
785	0.03209356178
786	0.03200137661
787	0.03194299699
788	0.03191726452
789	0.03188551894
790	0.0318569887
791	0.03183197776
792	0.03176723372
793	0.03174888718
794	0.03167391979
795	0.0315937976
796	0.03154943416
797	0.03146941887
798	0.03142176076
799	0.03141432904
800	0.03137169547
801	0.03130118448
802	0.03127615188
803	0.03120099946
804	0.0311780004
805	0.03115787324
806	0.03107423283
807	0.03100145004
808	0.03091059063
809	0.03085014567
810	0.03083296115
811	0.03078828005
812	0.03073592707
813	0.03071386671
814	0.0306445303
815	0.03060331185
816	0.03058719079
817	0.03056488346
818	0.03054156348
819	0.03049664863
820	0.03049114866
821	0.03042565168
822	0.03037364515
823	0.03036700445
824	0.0303559796
825	0.03031372942
826	0.03026426759
827	0.03020757638
828	0.03015425238
829	0.03009957344
830	0.03002800279
831	0.02996750442
832	0.02989513464
833	0.02985326444
834	0.02980188534
835	0.02977470843
836	0.02975195665
837	0.029723797
838	0.02968652203
839	0.0296219124
840	0.02957908797
841	0.02957355289
842	0.0295029009
843	0.02949675103
844	0.02944820921
845	0.02941352472
846	0.0293624663
847	0.02932249512
848	0.02928565996
849	0.02925920033
850	0.02925364573
851	0.02921037902
852	0.02918364011
853	0.02912889601
854	0.0290826612
855	0.0290435584
856	0.0289880334
857	0.02892304724
858	0.02884301005
859	0.02876781787
860	0.02874841997
861	0.02872548529
862	0.0286407357
863	0.02859688222
864	0.02854556505
865	0.02850141597
866	0.02844222203
867	0.02838500641
868	0.02834916303
869	0.02830014159
870	0.02829222473
871	0.02825536343
872	0.02820166466
873	0.02818112991
874	0.02812885053
875	0.02803284645
876	0.02797133169
877	0.02793903218
878	0.02789828192
879	0.02787228258
880	0.02778044707
881	0.02773176916
882	0.02768085793
883	0.02762756153
884	0.02757225932
885	0.02750523744
886	0.02750045503
887	0.02746132191
888	0.02738546107
889	0.02733001232
890	0.02729808568
891	0.02727790331
892	0.02723418354
893	0.02718305925
894	0.0271456861
895	0.02712092986
896	0.02707803661
897	0.02703513136
898	0.02701246023
899	0.02693663762
900	0.02690269176
901	0.02687404204
902	0.02682874572
903	0.02674826954
904	0.02672730166
905	0.02666395787
906	0.02665292066
907	0.02664130472
908	0.02663014582
909	0.02660489774
910	0.02655553087
911	0.02652393348
912	0.02650473134
913	0.0264234421
914	0.02637758387
915	0.02635000953
916	0.02630709228
917	0.02624476777
918	0.02621683282
919	0.02617366719
920	0.02612818353
921	0.02611895675
922	0.02611351108
923	0.02606899815
924	0.0260588375
925	0.02603530115
926	0.02596219082
927	0.02591410184
928	0.02587985054
929	0.0258312457
930	0.02577317723
931	0.02571312879
932	0.02570903388
933	0.02565921855
934	0.02564023539
935	0.02557779979
936	0.02553736291
937	0.02552963415
938	0.02552312165
939	0.02549200468
940	0.02546929013
941	0.02539610483
942	0.0253892639
943	0.0253804589
944	0.02531881816
945	0.02531385669
946	0.02528871932
947	0.02526001919
948	0.0251921909
949	0.02512367327
950	0.0251130502
951	0.02506239631
952	0.02500959911
953	0.02493973339
954	0.02488940014
955	0.02486903105
956	0.02481488722
957	0.02477295679
958	0.02471049034
959	0.02467237933
960	0.02466461368
961	0.02464058399
962	0.02462238693
963	0.02453885102
964	0.02452082212
965	0.02448561051
966	0.02446036946
967	0.0244405091
968	0.02438082124
969	0.02432038698
970	0.02429814086
971	0.02425044719
972	0.02423181906
973	0.02417481966
974	0.02416696262
975	0.0241351103
976	0.02408986563
977	0.02403294151
978	0.02399792178
979	0.02398990429
980	0.02398564876
981	0.02396727665
982	0.02394763237
983	0.0239309186
984	0.02390491573
985	0.02387028639
986	0.02384615192
987	0.0238321283
988	0.02378945161
989	0.02375551576
990	0.02370215785
991	0.02368808803
992	0.02365909215
993	0.02360085507
994	0.02356282413
995	0.02352745498
996	0.02349047093
997	0.02347583934
998	0.02344076857
999	0.02339717596
